airfoil_id,polar_id,Re,max_thickness,x_at_max_thickness,max_camber,x_at_max_camber,max_cl,alpha_at_max_cl,cl_alpha_slope,stall_angle,cl_at_stall
goe443-il,xf-goe443-il-500000,500000.0,0.05,0.3,15.0,15.0,0.6004,7.0,0.0900554554164844,8.0,0.5726
goe444-il,xf-goe444-il-500000,500000.0,0.056,0.3,17.0,17.0,0.6038,7.25,0.0904120972285447,8.0,0.5766
goe445-il,xf-goe445-il-100000,100000.0,0.064,0.4,17.0,17.0,0.6806,7.25,0.0946253727869083,7.25,0.6806
goe445-il,xf-goe445-il-50000,50000.0,0.064,0.4,17.0,17.0,0.6354,6.0,0.0944065680478813,6.0,0.6354
goe446-il,xf-goe446-il-100000,100000.0,0.01859,0.95,17.0,17.0,1.6355,10.75,0.1176751012787669,13.75,1.5565
goe446-il,xf-goe446-il-200000,200000.0,0.01859,0.95,17.0,17.0,1.6202,11.25,0.1000388789000528,14.0,1.5469
goe446-il,xf-goe446-il-50000,50000.0,0.01859,0.95,17.0,17.0,1.0435,12.5,0.0930555446288685,13.5,1.0093
goe447-il,xf-goe447-il-100000,100000.0,0.0202,0.95,17.0,17.0,1.7178,12.0,0.0957413647066867,15.5,1.6375
goe447-il,xf-goe447-il-200000,200000.0,0.0202,0.95,17.0,17.0,1.7295,11.75,0.0996314441982524,14.75,1.6529
goe447-il,xf-goe447-il-500000,500000.0,0.0202,0.95,17.0,17.0,1.7043,10.75,0.0950953781068217,14.0,1.6281
goe448-il,xf-goe448-il-1000000,1000000.0,0.0185,0.95,17.0,17.0,1.7984,9.25,0.0886988097041633,10.75,1.7107
goe448-il,xf-goe448-il-200000,200000.0,0.0185,0.95,17.0,17.0,1.6799,9.25,0.087741251947342,13.5,1.6025
goe448-il,xf-goe448-il-500000,500000.0,0.0185,0.95,17.0,17.0,1.8117,9.75,0.0922629279227384,11.75,1.7479
goe449-il,xf-goe449-il-100000,100000.0,0.1695,0.3,17.0,17.0,1.488,17.75,0.0862732310946589,18.0,1.4292
goe450-il,xf-goe450-il-100000,100000.0,0.0524,0.05,17.0,17.0,1.4761,12.5,0.1144198971336558,13.25,1.428
goe450-il,xf-goe450-il-1000000,1000000.0,0.0524,0.05,17.0,17.0,1.6251,14.25,0.1006501897748588,18.5,1.5459
goe450-il,xf-goe450-il-200000,200000.0,0.0524,0.05,17.0,17.0,1.4612,12.75,0.0981602749867795,14.25,1.4046
goe450-il,xf-goe450-il-50000,50000.0,0.0524,0.05,17.0,17.0,1.4655,11.75,0.1291792150842461,12.75,1.4079
goe450-il,xf-goe450-il-500000,500000.0,0.0524,0.05,17.0,17.0,1.4919,14.75,0.0960311935684313,17.25,1.4213
goe456-il,xf-goe456-il-100000,100000.0,0.06755,0.15,17.0,17.0,1.3496,10.0,0.1134791538868324,10.75,1.2932
goe456-il,xf-goe456-il-1000000,1000000.0,0.06755,0.15,17.0,17.0,1.3365,9.75,0.0916045963418132,12.0,1.2699
goe456-il,xf-goe456-il-50000,50000.0,0.06755,0.15,17.0,17.0,1.3294,10.75,0.1233074851018314,11.25,1.2857
goe456-il,xf-goe456-il-500000,500000.0,0.06755,0.15,17.0,17.0,1.1936,7.75,0.0947542730299667,7.75,1.1936
goe457-il,xf-goe457-il-100000,100000.0,0.05409,0.05,17.0,17.0,1.357,11.0,0.1205426277817294,14.5,1.3023
goe457-il,xf-goe457-il-1000000,1000000.0,0.05409,0.05,17.0,17.0,1.4942,13.0,0.0998846959280804,15.0,1.4245
goe457-il,xf-goe457-il-200000,200000.0,0.05409,0.05,17.0,17.0,1.3995,11.75,0.1134186567953463,15.25,1.3303
goe457-il,xf-goe457-il-50000,50000.0,0.05409,0.05,17.0,17.0,1.353,12.0,0.1293645483718536,12.5,1.2886
goe457-il,xf-goe457-il-500000,500000.0,0.05409,0.05,17.0,17.0,1.4113,11.25,0.1017420459447286,16.0,1.3421
goe458-il,xf-goe458-il-100000,100000.0,0.06755,0.15,17.0,17.0,1.3474,10.0,0.113946377578001,10.5,1.319
goe458-il,xf-goe458-il-1000000,1000000.0,0.06755,0.15,17.0,17.0,1.2792,9.5,0.0902483927989016,11.25,1.2226
goe458-il,xf-goe458-il-200000,200000.0,0.06755,0.15,17.0,17.0,1.2227,8.25,0.1005935734705546,8.25,1.2227
goe458-il,xf-goe458-il-50000,50000.0,0.06755,0.15,17.0,17.0,1.3143,10.25,0.1230870288767093,11.5,1.2532
goe459-il,xf-goe459-il-100000,100000.0,0.127,0.3,17.0,17.0,1.0154,11.0,0.1292693812797462,11.5,0.9742
goe459-il,xf-goe459-il-1000000,1000000.0,0.127,0.3,17.0,17.0,1.2937,15.25,0.1100576837652036,17.25,1.2363
goe459-il,xf-goe459-il-200000,200000.0,0.127,0.3,17.0,17.0,1.0736,12.5,0.1242389212057113,14.5,1.0273
goe459-il,xf-goe459-il-50000,50000.0,0.127,0.3,17.0,17.0,0.8962,9.25,0.1134285351665785,9.75,0.861
goe459-il,xf-goe459-il-500000,500000.0,0.127,0.3,17.0,17.0,1.1953,15.0,0.1139174193548387,16.5,1.1422
goe460-il,xf-goe460-il-100000,100000.0,0.205,0.3,17.0,17.0,1.1781,10.5,0.1465825446282587,13.0,1.1315
goe460-il,xf-goe460-il-50000,50000.0,0.205,0.3,17.0,17.0,0.8872,5.75,0.1089063987308302,5.75,0.8872
goe462-il,xf-goe462-il-100000,100000.0,0.07899,0.199,17.0,17.0,1.9238,10.0,0.1068533822451652,11.5,1.8442
goe462-il,xf-goe462-il-1000000,1000000.0,0.07899,0.199,17.0,17.0,1.8685,10.25,0.10057417608827,12.5,1.7844
goe462-il,xf-goe462-il-200000,200000.0,0.07899,0.199,17.0,17.0,1.8949,10.0,0.113044552857436,11.5,1.8253
goe462-il,xf-goe462-il-500000,500000.0,0.07899,0.199,17.0,17.0,1.8563,8.0,0.1047850276548934,11.0,1.7686
goe464-il,xf-goe464-il-100000,100000.0,0.073,0.05,17.0,17.0,1.8877,12.75,0.1109004970914859,15.5,1.8008
goe464-il,xf-goe464-il-1000000,1000000.0,0.073,0.05,17.0,17.0,1.8998,12.75,0.1065634848563025,15.5,1.8069
goe464-il,xf-goe464-il-200000,200000.0,0.073,0.05,17.0,17.0,1.8291,14.5,0.1056864478783952,17.75,1.7455
goe464-il,xf-goe464-il-500000,500000.0,0.073,0.05,17.0,17.0,1.8769,14.0,0.1054163026115649,16.0,1.7879
goe474-il,xf-goe474-il-100000,100000.0,0.0695,0.3,17.0,17.0,1.1416,10.0,0.1170131570597567,10.5,1.1108
goe474-il,xf-goe474-il-1000000,1000000.0,0.0695,0.3,17.0,17.0,1.3613,13.25,0.1006472554204124,14.75,1.313
goe474-il,xf-goe474-il-200000,200000.0,0.0695,0.3,17.0,17.0,1.1814,10.5,0.1068699312533051,11.5,1.1273
goe474-il,xf-goe474-il-50000,50000.0,0.0695,0.3,17.0,17.0,1.0853,9.0,0.1163265448578843,10.0,1.0549
goe474-il,xf-goe474-il-500000,500000.0,0.0695,0.3,17.0,17.0,1.2488,11.75,0.0989621364357483,13.25,1.1951
goe476-il,xf-goe476-il-100000,100000.0,0.0,0.0,17.0,17.0,1.4644,15.25,0.0904084822845055,18.25,1.4008
goe477-il,xf-goe477-il-100000,100000.0,0.1004999999999999,0.3,13.0,13.0,1.3913,14.25,0.1227763710536797,15.25,1.3439
goe477-il,xf-goe477-il-200000,200000.0,0.1004999999999999,0.3,13.0,13.0,1.3663,13.75,0.0925620518244315,16.25,1.3015
goe477-il,xf-goe477-il-50000,50000.0,0.1004999999999999,0.3,13.0,13.0,1.3481,10.25,0.1387655843469064,11.25,1.2839
goe478-il,xf-goe478-il-100000,100000.0,0.0,0.0,17.0,17.0,1.4873,15.75,0.1164392104165948,16.5,1.42
goe478-il,xf-goe478-il-50000,50000.0,0.0,0.0,17.0,17.0,1.2542,12.5,0.0964670967741935,12.5,1.2542
goe479-il,xf-goe479-il-100000,100000.0,0.116,0.3,17.0,17.0,1.376,14.0,0.1102190521296406,15.5,1.319
goe479-il,xf-goe479-il-200000,200000.0,0.116,0.3,17.0,17.0,1.4101,16.5,0.0965132230000951,17.25,1.3541
goe479-il,xf-goe479-il-50000,50000.0,0.116,0.3,17.0,17.0,1.3189,12.75,0.1153124029338263,13.5,1.2538
goe480-il,xf-goe480-il-100000,100000.0,0.1175,0.3,13.0,13.0,1.4922,11.25,0.1096453516657853,13.0,1.418
goe480-il,xf-goe480-il-200000,200000.0,0.1175,0.3,13.0,13.0,1.4695,11.5,0.0981015124272871,13.25,1.4016
goe481-il,xf-goe481-il-100000,100000.0,0.0,0.0,17.0,17.0,1.7619,14.75,0.1207299260353609,16.0,1.6941
goe481a-il,xf-goe481a-il-100000,100000.0,0.0,0.0,17.0,17.0,1.534,15.0,0.1240455146956649,16.0,1.4802
goe482-il,xf-goe482-il-100000,100000.0,0.0084999999999999,0.95,17.0,17.0,1.2832,5.0,0.0713879971450335,5.0,1.2832
goe482-il,xf-goe482-il-1000000,1000000.0,0.0084999999999999,0.95,17.0,17.0,1.9372,12.75,0.0967987519830777,14.25,1.8432
goe482-il,xf-goe482-il-200000,200000.0,0.0084999999999999,0.95,17.0,17.0,1.9345,13.0,0.1007270861977789,16.0,1.8716
goe482-il,xf-goe482-il-500000,500000.0,0.0084999999999999,0.95,17.0,17.0,1.9126,13.75,0.0948007191961924,15.5,1.8388
goe483-il,xf-goe483-il-100000,100000.0,0.0545,0.15,17.0,17.0,1.3892,10.75,0.1141855362249241,11.75,1.3358
goe483-il,xf-goe483-il-1000000,1000000.0,0.0545,0.15,17.0,17.0,1.4216,11.0,0.0983944037772462,12.5,1.3577
goe483-il,xf-goe483-il-200000,200000.0,0.0545,0.15,17.0,17.0,1.3452,9.5,0.1008710031682835,9.5,1.3452
goe483-il,xf-goe483-il-50000,50000.0,0.0545,0.15,17.0,17.0,1.3536,10.5,0.1258144419462574,11.5,1.3017
goe484-il,xf-goe484-il-100000,100000.0,0.0625,0.3,16.0,16.0,1.351,9.25,0.1312855900363071,9.25,1.351
goe484-il,xf-goe484-il-1000000,1000000.0,0.0625,0.3,16.0,16.0,1.6351,15.0,0.0935084559939336,17.0,1.5535
goe484-il,xf-goe484-il-200000,200000.0,0.0625,0.3,16.0,16.0,1.3733,9.25,0.1118022332277215,9.25,1.3733
goe484-il,xf-goe484-il-50000,50000.0,0.0625,0.3,16.0,16.0,1.3447,9.0,0.1307445017047216,10.25,1.282
goe484-il,xf-goe484-il-500000,500000.0,0.0625,0.3,16.0,16.0,1.485,12.5,0.0921699418297197,13.5,1.4301
goe488-il,xf-goe488-il-100000,100000.0,0.04749,0.05,16.0,16.0,1.2109,10.5,0.1206276467477525,11.75,1.1599
goe488-il,xf-goe488-il-1000000,1000000.0,0.04749,0.05,16.0,16.0,1.3191,12.75,0.0977468179768688,14.75,1.2583
goe488-il,xf-goe488-il-200000,200000.0,0.04749,0.05,16.0,16.0,1.234,11.0,0.1109110735060814,12.25,1.198
goe488-il,xf-goe488-il-50000,50000.0,0.04749,0.05,16.0,16.0,1.1588,9.75,0.126404225681009,11.0,1.1093
goe488-il,xf-goe488-il-500000,500000.0,0.04749,0.05,16.0,16.0,1.2747,11.75,0.096031031200423,12.75,1.2268
goe490-il,xf-goe490-il-100000,100000.0,0.04098,0.025,17.0,17.0,1.2464,13.5,0.1198192279217345,14.75,1.1919
goe490-il,xf-goe490-il-1000000,1000000.0,0.04098,0.025,17.0,17.0,1.3371,13.5,0.0987617681117077,16.5,1.2755
goe490-il,xf-goe490-il-200000,200000.0,0.04098,0.025,17.0,17.0,1.2708,14.0,0.1035651569880522,15.25,1.2176
goe490-il,xf-goe490-il-50000,50000.0,0.04098,0.025,17.0,17.0,1.2538,9.75,0.129581510007765,11.0,1.1923
goe490-il,xf-goe490-il-500000,500000.0,0.04098,0.025,17.0,17.0,1.2797,14.0,0.0978110106445943,15.75,1.2273
goe491-il,xf-goe491-il-100000,100000.0,0.0485,0.2,17.0,17.0,1.0086,8.75,0.107173622421999,9.5,0.9882
goe491-il,xf-goe491-il-1000000,1000000.0,0.0485,0.2,17.0,17.0,1.2387,11.5,0.1082453068381064,13.5,1.1977
goe491-il,xf-goe491-il-50000,50000.0,0.0485,0.2,17.0,17.0,0.9843,8.75,0.1097253499764447,9.25,0.9393
goe491-il,xf-goe491-il-500000,500000.0,0.0485,0.2,17.0,17.0,1.0687,10.0,0.1025117953576505,11.0,1.0192
goe492-il,xf-goe492-il-100000,100000.0,0.04595,0.1,17.0,17.0,1.1122,9.0,0.118112754866469,9.25,1.081
goe492-il,xf-goe492-il-1000000,1000000.0,0.04595,0.1,17.0,17.0,1.0706,8.5,0.0848694542679282,9.5,1.0319
goe492-il,xf-goe492-il-200000,200000.0,0.04595,0.1,17.0,17.0,1.0956,8.5,0.1006750614886731,9.5,1.0514
goe492-il,xf-goe492-il-50000,50000.0,0.04595,0.1,17.0,17.0,1.0956,8.0,0.112565619225425,8.5,1.0559
goe492-il,xf-goe492-il-500000,500000.0,0.04595,0.1,17.0,17.0,1.0389,8.5,0.0827856901337569,9.25,1.0027
goe493-il,xf-goe493-il-100000,100000.0,0.0,0.0,17.0,17.0,1.2767,14.25,0.1201182468447657,15.5,1.2242
goe493-il,xf-goe493-il-200000,200000.0,0.0,0.0,17.0,17.0,1.2803,15.75,0.0991501216287678,15.75,1.2803
goe493-il,xf-goe493-il-50000,50000.0,0.0,0.0,17.0,17.0,1.2781,13.0,0.0963318455843469,14.0,1.2211
goe494-il,xf-goe494-il-100000,100000.0,0.0495,0.2,17.0,17.0,1.24,7.25,0.1409483985594238,7.25,1.24
goe494-il,xf-goe494-il-1000000,1000000.0,0.0495,0.2,17.0,17.0,1.3683,8.75,0.0964397631664324,10.5,1.3075
goe494-il,xf-goe494-il-200000,200000.0,0.0495,0.2,17.0,17.0,1.2003,6.75,0.1185487190620928,6.75,1.2003
goe494-il,xf-goe494-il-50000,50000.0,0.0495,0.2,17.0,17.0,1.2888,8.75,0.125418856509778,9.25,1.2491
goe494-il,xf-goe494-il-500000,500000.0,0.0495,0.2,17.0,17.0,1.309,9.25,0.0907463141195134,10.25,1.2456
goe495-il,xf-goe495-il-100000,100000.0,0.069,0.3,17.0,17.0,1.3869,10.0,0.1245590012561313,10.75,1.3197
goe495-il,xf-goe495-il-1000000,1000000.0,0.069,0.3,17.0,17.0,1.5703,12.5,0.0986222321747117,15.5,1.4953
goe495-il,xf-goe495-il-200000,200000.0,0.069,0.3,17.0,17.0,1.3978,10.0,0.1026693389740878,11.0,1.3864
goe495-il,xf-goe495-il-50000,50000.0,0.069,0.3,17.0,17.0,1.343,9.5,0.1277557271285034,10.5,1.2936
goe495-il,xf-goe495-il-500000,500000.0,0.069,0.3,17.0,17.0,1.4672,11.5,0.0952878669186577,12.75,1.4124
goe496-il,xf-goe496-il-100000,100000.0,0.0995,0.3,15.0,15.0,1.5114,13.25,0.1175219672131147,14.5,1.4461
goe496-il,xf-goe496-il-200000,200000.0,0.0995,0.3,15.0,15.0,1.5084,14.5,0.1006173453199365,16.0,1.4392
goe496-il,xf-goe496-il-50000,50000.0,0.0995,0.3,15.0,15.0,1.4687,12.0,0.1335980750925436,13.0,1.4077
goe496-il,xf-goe496-il-500000,500000.0,0.0995,0.3,15.0,15.0,1.5233,14.5,0.0977795126182433,19.0,1.4551
goe497-il,xf-goe497-il-100000,100000.0,0.127,0.3,17.0,17.0,1.5348,16.25,0.1199972501322051,17.75,1.4704
goe497-il,xf-goe497-il-50000,50000.0,0.127,0.3,17.0,17.0,1.5369,12.5,0.1036674352194605,13.25,1.4859
goe498-il,xf-goe498-il-100000,100000.0,0.0,0.0,17.0,17.0,1.5714,12.75,0.1129176155307748,18.0,1.5076
goe499-il,xf-goe499-il-100000,100000.0,0.068,0.3,17.0,17.0,1.4377,8.5,0.1433687486775557,8.5,1.4377
goe499-il,xf-goe499-il-1000000,1000000.0,0.068,0.3,17.0,17.0,1.5251,10.25,0.092034157362739,11.5,1.4551
goe499-il,xf-goe499-il-200000,200000.0,0.068,0.3,17.0,17.0,1.3675,7.75,0.1134907100192178,7.75,1.3675
goe499-il,xf-goe499-il-50000,50000.0,0.068,0.3,17.0,17.0,1.4762,9.75,0.1359446162044907,10.75,1.4092
goe499-il,xf-goe499-il-500000,500000.0,0.068,0.3,17.0,17.0,1.4478,9.5,0.0889962105171246,11.0,1.3871
goe500-il,xf-goe500-il-100000,100000.0,0.1,0.3,17.0,17.0,1.5684,13.5,0.118285986250661,14.5,1.5029
goe500-il,xf-goe500-il-50000,50000.0,0.1,0.3,17.0,17.0,1.567,12.25,0.1170449497620307,13.5,1.4908
goe501-il,xf-goe501-il-100000,100000.0,0.128,0.3,17.0,17.0,1.609,10.25,0.1230835959809625,18.75,1.5454
goe503-il,xf-goe503-il-100000,100000.0,0.02248,0.95,17.0,17.0,1.0617,6.75,0.0631102908514013,6.75,1.0617
goe503-il,xf-goe503-il-1000000,1000000.0,0.02248,0.95,17.0,17.0,1.5069,11.5,0.0975324170175714,13.0,1.4583
goe503-il,xf-goe503-il-200000,200000.0,0.02248,0.95,17.0,17.0,1.5031,13.0,0.0964180010576415,16.0,1.4402
goe503-il,xf-goe503-il-500000,500000.0,0.02248,0.95,17.0,17.0,1.5027,12.5,0.0936115396286599,14.5,1.4371
goe504-il,xf-goe504-il-100000,100000.0,0.0,0.0,17.0,17.0,1.1608,9.75,0.0836540242352296,9.75,1.1608
goe504-il,xf-goe504-il-1000000,1000000.0,0.0,0.0,17.0,17.0,1.3653,10.25,0.0952154274300585,11.0,1.3277
goe504-il,xf-goe504-il-200000,200000.0,0.0,0.0,17.0,17.0,1.3909,12.75,0.0944260602855632,14.75,1.335
goe504-il,xf-goe504-il-500000,500000.0,0.0,0.0,17.0,17.0,1.3685,11.25,0.0916193602126716,12.5,1.3246
goe505-il,xf-goe505-il-100000,100000.0,0.02199,0.95,17.0,17.0,1.4785,12.5,0.1330996831519493,15.25,1.4055
goe505-il,xf-goe505-il-1000000,1000000.0,0.02199,0.95,17.0,17.0,1.3937,13.75,0.0859414701216287,16.75,1.3242
goe505-il,xf-goe505-il-200000,200000.0,0.02199,0.95,17.0,17.0,1.4091,13.0,0.1022606663141195,14.5,1.3619
goe505-il,xf-goe505-il-50000,50000.0,0.02199,0.95,17.0,17.0,0.6382,8.0,0.093928809604396,8.75,0.6353
goe505-il,xf-goe505-il-500000,500000.0,0.02199,0.95,17.0,17.0,1.3494,11.25,0.0813335578201152,15.5,1.2915
goe506-il,xf-goe506-il-100000,100000.0,0.0,0.0,17.0,17.0,1.4318,13.0,0.137256579160153,14.75,1.3704
goe506-il,xf-goe506-il-1000000,1000000.0,0.0,0.0,17.0,17.0,1.376,15.0,0.0867475260705568,17.25,1.3103
goe506-il,xf-goe506-il-200000,200000.0,0.0,0.0,17.0,17.0,1.3658,13.0,0.1019815124272871,15.0,1.3185
goe506-il,xf-goe506-il-50000,50000.0,0.0,0.0,17.0,17.0,0.5969,9.25,0.0900878021672687,9.5,0.5871
goe506-il,xf-goe506-il-500000,500000.0,0.0,0.0,17.0,17.0,1.3461,12.25,0.0816614086566555,15.25,1.2841
goe507-il,xf-goe507-il-100000,100000.0,0.0865,0.3,13.0,13.0,1.173,10.25,0.1184732945531465,11.5,1.1359
goe507-il,xf-goe507-il-1000000,1000000.0,0.0865,0.3,13.0,13.0,1.4397,14.5,0.1017252817512684,17.5,1.3794
goe507-il,xf-goe507-il-200000,200000.0,0.0865,0.3,13.0,13.0,1.2227,11.0,0.1020163245061867,12.25,1.1693
goe507-il,xf-goe507-il-50000,50000.0,0.0865,0.3,13.0,13.0,1.1381,9.5,0.1195195324371712,10.75,1.1124
goe507-il,xf-goe507-il-500000,500000.0,0.0865,0.3,13.0,13.0,1.3156,13.25,0.0973244308238149,16.0,1.2506
goe508-il,xf-goe508-il-100000,100000.0,0.165,0.3,17.0,17.0,1.5363,14.75,0.0969085140137493,14.75,1.5363
goe509-il,xf-goe509-il-100000,100000.0,0.1105,0.2,17.0,17.0,1.3983,11.75,0.1159107406357583,13.75,1.3318
goe509-il,xf-goe509-il-1000000,1000000.0,0.1105,0.2,17.0,17.0,1.4692,14.5,0.1049625441100762,17.5,1.401
goe509-il,xf-goe509-il-200000,200000.0,0.1105,0.2,17.0,17.0,1.3746,12.0,0.1019364780539397,13.75,1.316
goe509-il,xf-goe509-il-50000,50000.0,0.1105,0.2,17.0,17.0,0.9548,6.75,0.1046532703528758,6.75,0.9548
goe509-il,xf-goe509-il-500000,500000.0,0.1105,0.2,17.0,17.0,1.3541,12.0,0.1019444172812123,15.5,1.2911
goe510-il,xf-goe510-il-100000,100000.0,0.02249,0.95,17.0,17.0,1.4648,11.75,0.1186252513003049,15.5,1.3922
goe510-il,xf-goe510-il-1000000,1000000.0,0.02249,0.95,17.0,17.0,1.4007,14.25,0.0912456689582231,17.5,1.3393
goe510-il,xf-goe510-il-200000,200000.0,0.02249,0.95,17.0,17.0,1.4331,13.25,0.0986538715725065,15.5,1.369
goe510-il,xf-goe510-il-500000,500000.0,0.02249,0.95,17.0,17.0,1.4099,11.75,0.0877930883065362,12.75,1.3633
goe511-il,xf-goe511-il-100000,100000.0,0.0525,0.9,17.0,17.0,1.2571,6.25,0.0781142371359253,6.25,1.2571
goe511-il,xf-goe511-il-1000000,1000000.0,0.0525,0.9,17.0,17.0,1.7596,15.75,0.1005382337387626,17.75,1.6743
goe511-il,xf-goe511-il-200000,200000.0,0.0525,0.9,17.0,17.0,1.6791,14.25,0.0999664916511548,15.5,1.6274
goe511-il,xf-goe511-il-500000,500000.0,0.0525,0.9,17.0,17.0,1.6968,16.25,0.0984263141195135,18.0,1.629
goe512-il,xf-goe512-il-100000,100000.0,0.045,0.9,17.0,17.0,1.4701,11.75,0.1215683553675304,12.0,1.4291
goe512-il,xf-goe512-il-1000000,1000000.0,0.045,0.9,17.0,17.0,1.5453,12.75,0.0932651718667371,14.0,1.4974
goe512-il,xf-goe512-il-200000,200000.0,0.045,0.9,17.0,17.0,1.5196,14.5,0.1047441988365944,17.25,1.4569
goe512-il,xf-goe512-il-50000,50000.0,0.045,0.9,17.0,17.0,0.8361,4.5,0.0957081006575619,4.5,0.8361
goe512-il,xf-goe512-il-500000,500000.0,0.045,0.9,17.0,17.0,1.5324,14.25,0.0930331797776533,15.5,1.4844
goe513-il,xf-goe513-il-100000,100000.0,0.02799,0.95,17.0,17.0,1.3925,10.25,0.1235147752511898,10.5,1.3505
goe513-il,xf-goe513-il-1000000,1000000.0,0.02799,0.95,17.0,17.0,1.6682,16.75,0.1019287787057567,18.75,1.5861
goe513-il,xf-goe513-il-200000,200000.0,0.02799,0.95,17.0,17.0,1.5984,15.25,0.1050406557377049,17.5,1.5206
goe513-il,xf-goe513-il-50000,50000.0,0.02799,0.95,17.0,17.0,0.5808,3.75,0.0779204336356924,3.75,0.5808
goe514-il,xf-goe514-il-100000,100000.0,0.02699,0.95,17.0,17.0,1.3443,8.25,0.1232313273400317,8.75,1.2918
goe514-il,xf-goe514-il-1000000,1000000.0,0.02699,0.95,17.0,17.0,1.5639,13.5,0.0887242728714965,15.5,1.4924
goe514-il,xf-goe514-il-200000,200000.0,0.02699,0.95,17.0,17.0,1.5615,14.0,0.1085918561607615,17.25,1.4907
goe514-il,xf-goe514-il-500000,500000.0,0.02699,0.95,17.0,17.0,1.558,15.0,0.085791031200423,16.5,1.4828
goe515-il,xf-goe515-il-100000,100000.0,0.0845,0.3,17.0,17.0,1.1633,10.5,0.1187331782125859,11.5,1.1246
goe515-il,xf-goe515-il-1000000,1000000.0,0.0845,0.3,17.0,17.0,1.3587,14.5,0.1021021047065045,16.5,1.2927
goe515-il,xf-goe515-il-200000,200000.0,0.0845,0.3,17.0,17.0,1.1929,11.0,0.1028398519301957,12.5,1.1487
goe515-il,xf-goe515-il-50000,50000.0,0.0845,0.3,17.0,17.0,1.1143,10.0,0.1205608217121958,10.5,1.0705
goe515-il,xf-goe515-il-500000,500000.0,0.0845,0.3,17.0,17.0,1.2553,12.75,0.0979076951410085,14.25,1.196
goe517-il,xf-goe517-il-100000,100000.0,0.07,0.3,13.0,13.0,1.2761,11.0,0.1144134332381004,12.25,1.2182
goe517-il,xf-goe517-il-1000000,1000000.0,0.07,0.3,13.0,13.0,1.3997,13.25,0.1015448773586289,15.75,1.3388
goe517-il,xf-goe517-il-200000,200000.0,0.07,0.3,13.0,13.0,1.29,11.75,0.1006193548387097,13.25,1.2289
goe517-il,xf-goe517-il-50000,50000.0,0.07,0.3,13.0,13.0,1.2654,11.0,0.1265895716552089,12.0,1.2035
goe517-il,xf-goe517-il-500000,500000.0,0.07,0.3,13.0,13.0,1.3021,12.75,0.0978353370583744,14.5,1.2394
goe518-il,xf-goe518-il-100000,100000.0,0.0504999999999999,0.9,17.0,17.0,1.258,6.5,0.1065163322615087,7.0,1.2122
goe518-il,xf-goe518-il-1000000,1000000.0,0.0504999999999999,0.9,17.0,17.0,1.7848,16.75,0.0966165626652564,18.25,1.6983
goe518-il,xf-goe518-il-200000,200000.0,0.0504999999999999,0.9,17.0,17.0,1.6638,14.75,0.0971759631180679,14.75,1.6638
goe522-il,xf-goe522-il-100000,100000.0,0.0,0.0,17.0,17.0,1.0984,10.25,0.0811816390619817,10.25,1.0984
goe522-il,xf-goe522-il-200000,200000.0,0.0,0.0,17.0,17.0,1.6013,16.25,0.0881637652035959,18.25,1.5966
goe523-il,xf-goe523-il-100000,100000.0,0.0194899999999999,0.899,17.0,17.0,1.8422,8.75,0.1234379693283976,9.5,1.8249
goe523-il,xf-goe523-il-500000,500000.0,0.0194899999999999,0.899,17.0,17.0,2.0802,15.5,0.0834549045039164,18.0,1.9924
goe525-il,xf-goe525-il-100000,100000.0,0.0194899999999999,0.899,17.0,17.0,1.8422,8.75,0.1234379693283976,9.5,1.8249
goe525-il,xf-goe525-il-500000,500000.0,0.0194899999999999,0.899,17.0,17.0,2.0802,15.5,0.0834549045039164,18.0,1.9924
goe526-il,xf-goe526-il-100000,100000.0,0.01499,0.95,17.0,17.0,1.4115,15.0,0.117085097831835,16.5,1.3521
goe526-il,xf-goe526-il-50000,50000.0,0.01499,0.95,17.0,17.0,1.229,10.5,0.1105778817304899,10.5,1.229
goe527-il,xf-goe527-il-100000,100000.0,0.0,0.0,17.0,17.0,1.3908,13.0,0.0833336012691697,13.0,1.3908
goe528-il,xf-goe528-il-100000,100000.0,0.02449,0.9,17.0,17.0,1.6495,13.0,0.10121019566367,14.75,1.5919
goe528-il,xf-goe528-il-200000,200000.0,0.02449,0.9,17.0,17.0,1.6163,13.25,0.0987149444738233,15.5,1.5503
goe528-il,xf-goe528-il-500000,500000.0,0.02449,0.9,17.0,17.0,1.6292,13.0,0.0983819805323874,16.0,1.55
goe529-il,xf-goe529-il-100000,100000.0,0.04349,0.025,17.0,17.0,1.4856,10.25,0.1034618085668958,11.75,1.4218
goe529-il,xf-goe529-il-200000,200000.0,0.04349,0.025,17.0,17.0,1.4532,10.0,0.0999829719725013,11.5,1.3813
goe530-il,xf-goe530-il-100000,100000.0,0.034,0.9,17.0,17.0,1.5083,12.5,0.113688757271285,14.0,1.459
goe530-il,xf-goe530-il-200000,200000.0,0.034,0.9,17.0,17.0,1.4721,13.5,0.1017929118751938,15.75,1.4021
goe530-il,xf-goe530-il-50000,50000.0,0.034,0.9,17.0,17.0,0.7148,6.5,0.0800332034857467,6.5,0.7148
goe530-il,xf-goe530-il-500000,500000.0,0.034,0.9,17.0,17.0,1.4878,12.75,0.1046677237539536,16.75,1.4165
goe531-il,xf-goe531-il-1000000,1000000.0,0.0,0.0,17.0,17.0,1.8781,12.75,0.0743160232681121,15.75,1.7921
