airfoil_id,polar_id,Re,max_thickness,x_at_max_thickness,max_camber,x_at_max_camber,max_cl,alpha_at_max_cl,cl_alpha_slope
goe187-il,xf-goe187-il-50000-n5,50000.0,0.08280000000000001,0.3,0.04836,0.3,1.3208,9.25,0.10780627464194015
goe187-il,xf-goe187-il-500000,500000.0,0.08280000000000001,0.3,0.04836,0.3,1.3833,10.25,0.10552374594399262
goe187-il,xf-goe187-il-500000-n5,500000.0,0.08280000000000001,0.3,0.04836,0.3,1.4205,11.75,0.10338255262345118
goe188-il,xf-goe188-il-100000,100000.0,0.08940000000000001,0.3,0.04393,0.3,1.3175,12.25,0.11191565030547428
goe188-il,xf-goe188-il-100000-n5,100000.0,0.08940000000000001,0.3,0.04393,0.3,1.3099,9.5,0.103796573327892
goe188-il,xf-goe188-il-1000000,1000000.0,0.08940000000000001,0.3,0.04393,0.3,1.4655,11.75,0.10814743439425274
goe188-il,xf-goe188-il-1000000-n5,1000000.0,0.08940000000000001,0.3,0.04393,0.3,1.5017,12.5,0.10707848122219048
goe188-il,xf-goe188-il-200000,200000.0,0.08940000000000001,0.3,0.04393,0.3,1.3037,12.75,0.10528425937724238
goe188-il,xf-goe188-il-200000-n5,200000.0,0.08940000000000001,0.3,0.04393,0.3,1.3232,10.75,0.10230001260769074
goe188-il,xf-goe188-il-50000,50000.0,0.08940000000000001,0.3,0.04393,0.3,1.3026,11.5,0.11004766323736534
goe188-il,xf-goe188-il-50000-n5,50000.0,0.08940000000000001,0.3,0.04393,0.3,1.3111,9.75,0.10847448668445046
goe188-il,xf-goe188-il-500000,500000.0,0.08940000000000001,0.3,0.04393,0.3,1.3833,11.75,0.10652113457635429
goe188-il,xf-goe188-il-500000-n5,500000.0,0.08940000000000001,0.3,0.04393,0.3,1.3986,12.0,0.104952568823051
goe190-il,xf-goe190-il-100000,100000.0,0.0,0.0,17.0,17.0,1.6282,11.25,0.11727676361713385
goe190-il,xf-goe190-il-100000-n5,100000.0,0.0,0.0,17.0,17.0,1.5511,12.0,0.10612452670544685
goe190-il,xf-goe190-il-1000000,1000000.0,0.0,0.0,17.0,17.0,1.7193,14.5,0.09968949762030671
goe190-il,xf-goe190-il-1000000-n5,1000000.0,0.0,0.0,17.0,17.0,1.7107,14.75,0.09881327322452775
goe190-il,xf-goe190-il-200000,200000.0,0.0,0.0,17.0,17.0,1.6053,12.5,0.10567058016793802
goe190-il,xf-goe190-il-200000-n5,200000.0,0.0,0.0,17.0,17.0,1.5831,12.75,0.09996677798638792
goe190-il,xf-goe190-il-50000,50000.0,0.0,0.0,17.0,17.0,0.9674,9.25,0.09558994421103376
goe190-il,xf-goe190-il-50000-n5,50000.0,0.0,0.0,17.0,17.0,1.4553,11.5,0.11042135794613686
goe190-il,xf-goe190-il-500000,500000.0,0.0,0.0,17.0,17.0,1.664,13.25,0.09894009770949576
goe190-il,xf-goe190-il-500000-n5,500000.0,0.0,0.0,17.0,17.0,1.646,13.5,0.09721788274893108
goe195-il,xf-goe195-il-100000,100000.0,0.086,0.2,17.0,17.0,1.5116,12.25,0.12012875727128505
goe195-il,xf-goe195-il-100000-n5,100000.0,0.086,0.2,17.0,17.0,1.4179,10.75,0.1037879016023089
goe195-il,xf-goe195-il-1000000,1000000.0,0.086,0.2,17.0,17.0,1.7015,13.5,0.10392268632750135
goe195-il,xf-goe195-il-1000000-n5,1000000.0,0.086,0.2,17.0,17.0,1.7733,15.25,0.10457796045862117
goe195-il,xf-goe195-il-200000,200000.0,0.086,0.2,17.0,17.0,1.5142,13.0,0.10535879491771481
goe195-il,xf-goe195-il-200000-n5,200000.0,0.086,0.2,17.0,17.0,1.4838,12.25,0.10006646218931783
goe195-il,xf-goe195-il-50000,50000.0,0.086,0.2,17.0,17.0,1.4719,10.75,0.13083088313061875
goe195-il,xf-goe195-il-50000-n5,50000.0,0.086,0.2,17.0,17.0,1.3363,9.5,0.11242957165520888
goe195-il,xf-goe195-il-500000,500000.0,0.086,0.2,17.0,17.0,1.5578,14.0,0.10110898378268296
goe195-il,xf-goe195-il-500000-n5,500000.0,0.086,0.2,17.0,17.0,1.6511,14.0,0.10207449222373324
goe198-il,xf-goe198-il-100000,100000.0,0.055400000000000005,0.05,17.0,17.0,1.6214,14.25,0.12485774821859788
goe198-il,xf-goe198-il-100000-n5,100000.0,0.055400000000000005,0.05,17.0,17.0,1.538,11.0,0.10371946265540881
goe198-il,xf-goe198-il-1000000,1000000.0,0.055400000000000005,0.05,17.0,17.0,1.8012,14.25,0.1082409260483063
goe198-il,xf-goe198-il-1000000-n5,1000000.0,0.055400000000000005,0.05,17.0,17.0,1.8188,14.5,0.10779911553831698
goe198-il,xf-goe198-il-200000,200000.0,0.055400000000000005,0.05,17.0,17.0,1.5806,11.25,0.10447308158374592
goe198-il,xf-goe198-il-200000-n5,200000.0,0.055400000000000005,0.05,17.0,17.0,1.6093,14.25,0.10137837438067068
goe198-il,xf-goe198-il-50000,50000.0,0.055400000000000005,0.05,17.0,17.0,1.6001,10.5,0.14443100023048497
goe198-il,xf-goe198-il-50000-n5,50000.0,0.055400000000000005,0.05,17.0,17.0,1.4975,10.5,0.11548534642983187
goe198-il,xf-goe198-il-500000,500000.0,0.055400000000000005,0.05,17.0,17.0,1.732,13.25,0.10547972329349214
goe198-il,xf-goe198-il-500000-n5,500000.0,0.055400000000000005,0.05,17.0,17.0,1.7184,14.0,0.10428003540912109
goe199-il,xf-goe199-il-100000,100000.0,0.07329999999999999,0.3,17.0,17.0,1.4546,13.0,0.11957708932753427
goe199-il,xf-goe199-il-100000-n5,100000.0,0.07329999999999999,0.3,17.0,17.0,1.426,9.75,0.10434699018650234
goe199-il,xf-goe199-il-1000000,1000000.0,0.07329999999999999,0.3,17.0,17.0,1.6273,13.5,0.11018575452244828
goe199-il,xf-goe199-il-1000000-n5,1000000.0,0.07329999999999999,0.3,17.0,17.0,1.6998,13.75,0.10914529820483543
goe199-il,xf-goe199-il-200000,200000.0,0.07329999999999999,0.3,17.0,17.0,1.449,13.75,0.10479536753040722
goe199-il,xf-goe199-il-200000-n5,200000.0,0.07329999999999999,0.3,17.0,17.0,1.4612,11.5,0.10448311232343967
goe199-il,xf-goe199-il-50000,50000.0,0.07329999999999999,0.3,17.0,17.0,1.4324,10.0,0.13253069299620152
goe199-il,xf-goe199-il-50000-n5,50000.0,0.07329999999999999,0.3,17.0,17.0,1.4144,10.0,0.11511172374903084
goe199-il,xf-goe199-il-500000,500000.0,0.07329999999999999,0.3,17.0,17.0,1.4928,12.25,0.10730588871724674
goe199-il,xf-goe199-il-500000-n5,500000.0,0.07329999999999999,0.3,17.0,17.0,1.5837,13.25,0.10792158317896147
goe207-il,xf-goe207-il-100000,100000.0,0.04639,0.025,17.0,17.0,1.6552,11.5,0.10946667371760978
goe207-il,xf-goe207-il-100000-n5,100000.0,0.04639,0.025,17.0,17.0,1.5741,10.5,0.11008056003544525
goe207-il,xf-goe207-il-1000000,1000000.0,0.04639,0.025,17.0,17.0,1.6951,12.5,0.11449496736601146
goe207-il,xf-goe207-il-1000000-n5,1000000.0,0.04639,0.025,17.0,17.0,1.7584,13.25,0.1140612462824625
goe207-il,xf-goe207-il-200000,200000.0,0.04639,0.025,17.0,17.0,1.601,10.0,0.11254436805922792
goe207-il,xf-goe207-il-200000-n5,200000.0,0.04639,0.025,17.0,17.0,1.5239,9.5,0.11097208201239656
goe207-il,xf-goe207-il-50000,50000.0,0.04639,0.025,17.0,17.0,0.9639,4.5,0.0781195656108597
goe207-il,xf-goe207-il-50000-n5,50000.0,0.04639,0.025,17.0,17.0,1.3402,9.0,0.09548552288114466
goe207-il,xf-goe207-il-500000,500000.0,0.04639,0.025,17.0,17.0,1.5885,10.25,0.11308856326570134
goe207-il,xf-goe207-il-500000-n5,500000.0,0.04639,0.025,17.0,17.0,1.6349,12.0,0.11268034267844501
goe210-il,xf-goe210-il-100000,100000.0,0.06630000000000001,0.3,17.0,17.0,1.3627,11.25,0.11844537281861447
goe210-il,xf-goe210-il-100000-n5,100000.0,0.06630000000000001,0.3,17.0,17.0,1.3474,10.5,0.10201977351543437
goe210-il,xf-goe210-il-1000000,1000000.0,0.06630000000000001,0.3,17.0,17.0,1.5098,12.75,0.10389570445210185
goe210-il,xf-goe210-il-1000000-n5,1000000.0,0.06630000000000001,0.3,17.0,17.0,1.5878,13.25,0.10374879562593448
goe210-il,xf-goe210-il-200000,200000.0,0.06630000000000001,0.3,17.0,17.0,1.3861,12.0,0.10534817556848232
goe210-il,xf-goe210-il-200000-n5,200000.0,0.06630000000000001,0.3,17.0,17.0,1.3707,10.75,0.09812079116552344
goe210-il,xf-goe210-il-50000,50000.0,0.06630000000000001,0.3,17.0,17.0,1.3237,10.25,0.12260803807509257
goe210-il,xf-goe210-il-50000-n5,50000.0,0.06630000000000001,0.3,17.0,17.0,1.2865,10.0,0.11238396615547334
goe210-il,xf-goe210-il-500000,500000.0,0.06630000000000001,0.3,17.0,17.0,1.4217,12.25,0.10273704918032787
goe210-il,xf-goe210-il-500000-n5,500000.0,0.06630000000000001,0.3,17.0,17.0,1.4634,11.25,0.10163716787322502
goe217-il,xf-goe217-il-100000,100000.0,0.0074,1.0,17.0,17.0,1.7879,13.0,0.1001702591221576
goe217-il,xf-goe217-il-100000-n5,100000.0,0.0074,1.0,17.0,17.0,1.6297,16.75,0.10082561607615018
goe217-il,xf-goe217-il-1000000,1000000.0,0.0074,1.0,17.0,17.0,1.9988,14.5,0.11179371760973028
goe217-il,xf-goe217-il-1000000-n5,1000000.0,0.0074,1.0,17.0,17.0,1.9605,13.5,0.10916456901110524
goe217-il,xf-goe217-il-200000,200000.0,0.0074,1.0,17.0,17.0,1.8842,18.0,0.1073221998942359
goe217-il,xf-goe217-il-200000-n5,200000.0,0.0074,1.0,17.0,17.0,1.7335,18.25,0.10483447911158117
goe217-il,xf-goe217-il-50000,50000.0,0.0074,1.0,17.0,17.0,0.7228,7.5,0.04797403515277363
goe217-il,xf-goe217-il-50000-n5,50000.0,0.0074,1.0,17.0,17.0,1.1291,7.5,0.07204322382415504
goe217-il,xf-goe217-il-500000,500000.0,0.0074,1.0,17.0,17.0,1.8518,12.75,0.10979760973030146
goe217-il,xf-goe217-il-500000-n5,500000.0,0.0074,1.0,17.0,17.0,1.8268,13.0,0.10659966155473294
goe222-il,xf-goe222-il-100000,100000.0,0.003,1.0,17.0,17.0,1.7812,12.75,0.10917920676890529
goe222-il,xf-goe222-il-100000-n5,100000.0,0.003,1.0,17.0,17.0,1.6153,15.0,0.09126947098215668
goe222-il,xf-goe222-il-1000000,1000000.0,0.003,1.0,17.0,17.0,1.8692,14.25,0.09372139495270959
goe222-il,xf-goe222-il-1000000-n5,1000000.0,0.003,1.0,17.0,17.0,1.7804,12.5,0.09036990788457502
goe222-il,xf-goe222-il-200000,200000.0,0.003,1.0,17.0,17.0,1.7882,11.0,0.09763999999999996
goe222-il,xf-goe222-il-200000-n5,200000.0,0.003,1.0,17.0,17.0,1.6879,15.5,0.08744875690303837
goe222-il,xf-goe222-il-50000,50000.0,0.003,1.0,17.0,17.0,0.7167,8.25,0.08797653007609428
goe222-il,xf-goe222-il-50000-n5,50000.0,0.003,1.0,17.0,17.0,1.1775,13.75,0.0815526657111304
goe222-il,xf-goe222-il-500000,500000.0,0.003,1.0,17.0,17.0,1.8117,16.0,0.09017447068630179
goe222-il,xf-goe222-il-500000-n5,500000.0,0.003,1.0,17.0,17.0,1.7535,14.5,0.08869632987859735
goe223-il,xf-goe223-il-100000,100000.0,0.002,1.0,17.0,17.0,1.5752,10.75,0.10222560842700472
goe223-il,xf-goe223-il-100000-n5,100000.0,0.002,1.0,17.0,17.0,1.4231,10.25,0.0938528835744687
goe223-il,xf-goe223-il-1000000,1000000.0,0.002,1.0,17.0,17.0,1.5983,11.5,0.09421787414066632
goe223-il,xf-goe223-il-1000000-n5,1000000.0,0.002,1.0,17.0,17.0,1.5703,15.5,0.09190265102993225
goe223-il,xf-goe223-il-200000,200000.0,0.002,1.0,17.0,17.0,1.5858,10.25,0.10162704339968767
goe223-il,xf-goe223-il-200000-n5,200000.0,0.002,1.0,17.0,17.0,1.4658,11.5,0.09247487609919502
goe223-il,xf-goe223-il-50000,50000.0,0.002,1.0,17.0,17.0,0.657,8.25,0.07025459119496862
goe223-il,xf-goe223-il-50000-n5,50000.0,0.002,1.0,17.0,17.0,1.1168,13.0,0.07600588291289864
goe223-il,xf-goe223-il-500000,500000.0,0.002,1.0,17.0,17.0,1.5506,13.25,0.0960105764145955
goe223-il,xf-goe223-il-500000-n5,500000.0,0.002,1.0,17.0,17.0,1.5124,12.0,0.08827864104109977
goe225-il,xf-goe225-il-100000,100000.0,0.039080000000000004,0.799,17.0,17.0,1.868,11.75,0.1262936537145909
goe225-il,xf-goe225-il-100000-n5,100000.0,0.039080000000000004,0.799,17.0,17.0,1.7462,12.75,0.10021262823902698
goe225-il,xf-goe225-il-1000000,1000000.0,0.039080000000000004,0.799,17.0,17.0,1.9033,15.0,0.10190584875727128
goe225-il,xf-goe225-il-1000000-n5,1000000.0,0.039080000000000004,0.799,17.0,17.0,1.8987,14.75,0.09931105235325226
goe225-il,xf-goe225-il-200000,200000.0,0.039080000000000004,0.799,17.0,17.0,1.8415,13.0,0.10234969857218405
goe225-il,xf-goe225-il-200000-n5,200000.0,0.039080000000000004,0.799,17.0,17.0,1.7926,13.0,0.09584622285742586
goe225-il,xf-goe225-il-50000,50000.0,0.039080000000000004,0.799,17.0,17.0,1.0967,9.5,0.10859875198307777
goe225-il,xf-goe225-il-50000-n5,50000.0,0.039080000000000004,0.799,17.0,17.0,1.5438,9.5,0.10477148598625068
goe225-il,xf-goe225-il-500000,500000.0,0.039080000000000004,0.799,17.0,17.0,1.8761,12.5,0.09966616572898773
goe225-il,xf-goe225-il-500000-n5,500000.0,0.039080000000000004,0.799,17.0,17.0,1.8265,11.75,0.09691640401903757
goe226-il,xf-goe226-il-100000,100000.0,0.009989999999999999,0.95,17.0,17.0,1.9248,12.25,0.12112226335272343
goe226-il,xf-goe226-il-100000-n5,100000.0,0.009989999999999999,0.95,17.0,17.0,1.7966,12.0,0.09793994576246834
goe226-il,xf-goe226-il-1000000,1000000.0,0.009989999999999999,0.95,17.0,17.0,1.9324,11.75,0.10408651546924369
goe226-il,xf-goe226-il-1000000-n5,1000000.0,0.009989999999999999,0.95,17.0,17.0,1.8783,11.0,0.10230390425600368
goe226-il,xf-goe226-il-200000,200000.0,0.009989999999999999,0.95,17.0,17.0,1.9101,12.25,0.10336566895822318
goe226-il,xf-goe226-il-200000-n5,200000.0,0.009989999999999999,0.95,17.0,17.0,1.8402,12.5,0.09664901110523527
goe226-il,xf-goe226-il-50000,50000.0,0.009989999999999999,0.95,17.0,17.0,0.8849,8.75,0.1006084620642515
goe226-il,xf-goe226-il-50000-n5,50000.0,0.009989999999999999,0.95,17.0,17.0,1.3572,9.25,0.09077693330488025
goe226-il,xf-goe226-il-500000,500000.0,0.009989999999999999,0.95,17.0,17.0,1.9148,12.5,0.10059619655134872
goe226-il,xf-goe226-il-500000-n5,500000.0,0.009989999999999999,0.95,17.0,17.0,1.8684,12.25,0.09832991725128648
goe227-il,xf-goe227-il-100000,100000.0,0.14600000000000002,0.25,17.0,17.0,1.8872,11.25,0.1129660708619778
goe227-il,xf-goe227-il-100000-n5,100000.0,0.14600000000000002,0.25,17.0,17.0,1.7522,11.0,0.09484202862661577
goe227-il,xf-goe227-il-1000000,1000000.0,0.14600000000000002,0.25,17.0,17.0,1.8488,9.75,0.103366608718956
goe227-il,xf-goe227-il-1000000-n5,1000000.0,0.14600000000000002,0.25,17.0,17.0,1.796,15.25,0.09883037306158628
goe227-il,xf-goe227-il-200000,200000.0,0.14600000000000002,0.25,17.0,17.0,1.8486,11.5,0.10196892649391855
goe227-il,xf-goe227-il-200000-n5,200000.0,0.14600000000000002,0.25,17.0,17.0,1.7737,11.5,0.09665893178212574
goe227-il,xf-goe227-il-50000,50000.0,0.14600000000000002,0.25,17.0,17.0,0.9843,10.75,0.10891109465891068
goe227-il,xf-goe227-il-50000-n5,50000.0,0.14600000000000002,0.25,17.0,17.0,1.305,12.0,0.08157419575558791
goe227-il,xf-goe227-il-500000,500000.0,0.14600000000000002,0.25,17.0,17.0,1.8477,10.75,0.10172956098232568
goe227-il,xf-goe227-il-500000-n5,500000.0,0.14600000000000002,0.25,17.0,17.0,1.7836,10.0,0.09831295967400225
goe228-il,xf-goe228-il-100000,100000.0,0.003,1.0,17.0,17.0,1.5463,8.0,0.0957963281968218
goe228-il,xf-goe228-il-100000-n5,100000.0,0.003,1.0,17.0,17.0,1.6845,11.5,0.09480626123744053
goe228-il,xf-goe228-il-1000000,1000000.0,0.003,1.0,17.0,17.0,1.8887,11.25,0.10094173037639577
goe228-il,xf-goe228-il-1000000-n5,1000000.0,0.003,1.0,17.0,17.0,1.8474,13.75,0.0983842764720334
goe228-il,xf-goe228-il-200000,200000.0,0.003,1.0,17.0,17.0,1.9331,13.5,0.10211092884109325
goe228-il,xf-goe228-il-200000-n5,200000.0,0.003,1.0,17.0,17.0,1.8114,13.5,0.09335516019049184
goe228-il,xf-goe228-il-50000,50000.0,0.003,1.0,17.0,17.0,0.7487,8.75,0.05837425697302246
goe228-il,xf-goe228-il-50000-n5,50000.0,0.003,1.0,17.0,17.0,1.1045,5.5,0.06911665725548688
goe228-il,xf-goe228-il-500000,500000.0,0.003,1.0,17.0,17.0,1.9168,13.25,0.09719063555330372
goe228-il,xf-goe228-il-500000-n5,500000.0,0.003,1.0,17.0,17.0,1.8042,11.5,0.09597566916280163
goe229-il,xf-goe229-il-100000,100000.0,0.002,1.0,17.0,17.0,1.3779,14.5,0.09226950819672136
goe229-il,xf-goe229-il-100000-n5,100000.0,0.002,1.0,17.0,17.0,1.2257,12.5,0.06444277102062403
goe229-il,xf-goe229-il-1000000,1000000.0,0.002,1.0,17.0,17.0,1.509,13.25,0.08122743521946062
goe229-il,xf-goe229-il-1000000-n5,1000000.0,0.002,1.0,17.0,17.0,1.511,14.75,0.08536699181714127
goe229-il,xf-goe229-il-200000,200000.0,0.002,1.0,17.0,17.0,1.3657,12.0,0.07163472268408129
goe229-il,xf-goe229-il-200000-n5,200000.0,0.002,1.0,17.0,17.0,1.3188,15.25,0.06867115122683573
goe229-il,xf-goe229-il-50000,50000.0,0.002,1.0,17.0,17.0,1.0454,11.75,0.1058608626869092
goe229-il,xf-goe229-il-50000-n5,50000.0,0.002,1.0,17.0,17.0,1.1884,14.0,0.07599685186681386
goe229-il,xf-goe229-il-500000,500000.0,0.002,1.0,17.0,17.0,1.4426,14.75,0.07574705446853518
goe229-il,xf-goe229-il-500000-n5,500000.0,0.002,1.0,17.0,17.0,1.4075,14.75,0.07685292039502147
goe233-il,xf-goe233-il-100000,100000.0,0.01799,0.799,17.0,17.0,1.7728,10.0,0.11055485986250661
goe233-il,xf-goe233-il-100000-n5,100000.0,0.01799,0.799,17.0,17.0,1.7085,11.25,0.10053424514675556
goe233-il,xf-goe233-il-1000000,1000000.0,0.01799,0.799,17.0,17.0,1.907,14.75,0.10397487043892115
goe233-il,xf-goe233-il-1000000-n5,1000000.0,0.01799,0.799,17.0,17.0,1.9233,15.25,0.1014059730379912
goe233-il,xf-goe233-il-200000,200000.0,0.01799,0.799,17.0,17.0,1.7651,10.75,0.10192247488101538
goe233-il,xf-goe233-il-200000-n5,200000.0,0.01799,0.799,17.0,17.0,1.7504,11.0,0.09865823152788092
goe233-il,xf-goe233-il-50000,50000.0,0.01799,0.799,17.0,17.0,1.6971,11.5,0.12212869381279746
goe233-il,xf-goe233-il-50000-n5,50000.0,0.01799,0.799,17.0,17.0,1.6167,10.25,0.10186257293692692
goe233-il,xf-goe233-il-500000,500000.0,0.01799,0.799,17.0,17.0,1.792,9.75,0.10289326164282786
goe233-il,xf-goe233-il-500000-n5,500000.0,0.01799,0.799,17.0,17.0,1.8254,14.5,0.10026811458521245
goe234-il,xf-goe234-il-100000,100000.0,0.01658,0.899,17.0,17.0,1.9412,11.75,0.11954577390639361
goe234-il,xf-goe234-il-100000-n5,100000.0,0.01658,0.899,17.0,17.0,1.8206,12.75,0.09944836770244282
goe234-il,xf-goe234-il-1000000,1000000.0,0.01658,0.899,17.0,17.0,1.9058,13.5,0.10187073773802187
goe234-il,xf-goe234-il-1000000-n5,1000000.0,0.01658,0.899,17.0,17.0,1.9373,15.0,0.09661470671212165
goe234-il,xf-goe234-il-200000,200000.0,0.01658,0.899,17.0,17.0,1.8886,12.0,0.09996902181386236
goe234-il,xf-goe234-il-200000-n5,200000.0,0.01658,0.899,17.0,17.0,1.8583,12.75,0.0955708364901754
goe234-il,xf-goe234-il-50000,50000.0,0.01658,0.899,17.0,17.0,1.0827,7.25,0.13122734683414508
goe234-il,xf-goe234-il-50000-n5,50000.0,0.01658,0.899,17.0,17.0,1.6065,10.25,0.0995871280667407
goe234-il,xf-goe234-il-500000,500000.0,0.01658,0.899,17.0,17.0,1.9032,11.0,0.09891989683679413
goe234-il,xf-goe234-il-500000-n5,500000.0,0.01658,0.899,17.0,17.0,1.8692,10.25,0.09561538871592026
goe235-il,xf-goe235-il-100000,100000.0,0.04309,0.025,0.0674,0.299,1.3433,11.0,0.1123636108064055
goe235-il,xf-goe235-il-100000-n5,100000.0,0.04309,0.025,0.0674,0.299,1.3559,11.75,0.1040576132772277
goe235-il,xf-goe235-il-1000000,1000000.0,0.04309,0.025,0.0674,0.299,1.5483,15.0,0.10751826965301335
goe235-il,xf-goe235-il-1000000-n5,1000000.0,0.04309,0.025,0.0674,0.299,1.6788,16.0,0.10896516129032262
goe235-il,xf-goe235-il-200000,200000.0,0.04309,0.025,0.0674,0.299,1.3917,11.5,0.10640566032047515
goe235-il,xf-goe235-il-200000-n5,200000.0,0.04309,0.025,0.0674,0.299,1.4069,12.5,0.1033357023468382
goe235-il,xf-goe235-il-50000,50000.0,0.04309,0.025,0.0674,0.299,1.2299,9.75,0.12522466419883663
goe235-il,xf-goe235-il-50000-n5,50000.0,0.04309,0.025,0.0674,0.299,1.2643,11.25,0.10752648233768608
goe235-il,xf-goe235-il-500000,500000.0,0.04309,0.025,0.0674,0.299,1.4802,13.0,0.10553648829553092
goe235-il,xf-goe235-il-500000-n5,500000.0,0.04309,0.025,0.0674,0.299,1.4981,14.25,0.10665511672512631
goe238-il,xf-goe238-il-100000,100000.0,0.03279,0.8,17.0,17.0,1.4425,15.75,0.09979846212354286
goe238-il,xf-goe238-il-100000-n5,100000.0,0.03279,0.8,17.0,17.0,1.3615,10.0,0.10108455727930425
goe238-il,xf-goe238-il-1000000,1000000.0,0.03279,0.8,17.0,17.0,1.5506,14.0,0.10406661025912214
goe238-il,xf-goe238-il-1000000-n5,1000000.0,0.03279,0.8,17.0,17.0,1.548,14.0,0.10345052783282296
goe238-il,xf-goe238-il-200000,200000.0,0.03279,0.8,17.0,17.0,1.4161,10.0,0.10482474555665437
goe238-il,xf-goe238-il-200000-n5,200000.0,0.03279,0.8,17.0,17.0,1.3736,10.25,0.10264252834077627
goe238-il,xf-goe238-il-50000,50000.0,0.03279,0.8,17.0,17.0,0.766,10.0,0.05722025462379812
goe238-il,xf-goe238-il-50000-n5,50000.0,0.03279,0.8,17.0,17.0,1.2201,13.25,0.08475181760920623
goe238-il,xf-goe238-il-500000,500000.0,0.03279,0.8,17.0,17.0,1.4198,14.75,0.1039630786329536
goe238-il,xf-goe238-il-500000-n5,500000.0,0.03279,0.8,17.0,17.0,1.4576,15.25,0.10161446519290027
goe239-il,xf-goe239-il-100000,100000.0,0.01379,0.95,17.0,17.0,1.6617,10.75,0.11342976203067161
goe239-il,xf-goe239-il-100000-n5,100000.0,0.01379,0.95,17.0,17.0,1.6093,11.25,0.10280412480169224
goe239-il,xf-goe239-il-1000000,1000000.0,0.01379,0.95,17.0,17.0,1.7667,13.75,0.10647553675304074
goe239-il,xf-goe239-il-1000000-n5,1000000.0,0.01379,0.95,17.0,17.0,1.7748,14.5,0.10469186740331492
goe239-il,xf-goe239-il-200000,200000.0,0.01379,0.95,17.0,17.0,1.6523,10.75,0.10452339911441842
goe239-il,xf-goe239-il-200000-n5,200000.0,0.01379,0.95,17.0,17.0,1.616,10.5,0.10213283049623582
goe239-il,xf-goe239-il-50000,50000.0,0.01379,0.95,17.0,17.0,0.9795,6.25,0.1042158168147641
goe239-il,xf-goe239-il-50000-n5,50000.0,0.01379,0.95,17.0,17.0,1.4948,10.25,0.10487391214173818
goe239-il,xf-goe239-il-500000,500000.0,0.01379,0.95,17.0,17.0,1.6769,12.5,0.10528493920930618
goe239-il,xf-goe239-il-500000-n5,500000.0,0.01379,0.95,17.0,17.0,1.6851,13.0,0.10340401889023498
goe240-il,xf-goe240-il-100000,100000.0,0.061000000000000006,0.1,17.0,17.0,1.4118,12.75,0.11928831702489992
goe240-il,xf-goe240-il-100000-n5,100000.0,0.061000000000000006,0.1,17.0,17.0,1.3758,10.75,0.1020140219193694
goe240-il,xf-goe240-il-1000000,1000000.0,0.061000000000000006,0.1,17.0,17.0,1.5466,13.5,0.1029414497433827
goe240-il,xf-goe240-il-1000000-n5,1000000.0,0.061000000000000006,0.1,17.0,17.0,1.6302,14.0,0.10340372283297981
goe240-il,xf-goe240-il-200000,200000.0,0.061000000000000006,0.1,17.0,17.0,1.4303,13.5,0.10212230565838179
goe240-il,xf-goe240-il-200000-n5,200000.0,0.061000000000000006,0.1,17.0,17.0,1.4045,11.0,0.09838357269575335
goe240-il,xf-goe240-il-50000,50000.0,0.061000000000000006,0.1,17.0,17.0,1.3967,9.75,0.13674379796850378
goe240-il,xf-goe240-il-50000-n5,50000.0,0.061000000000000006,0.1,17.0,17.0,1.334,10.0,0.112132078265468
goe240-il,xf-goe240-il-500000,500000.0,0.061000000000000006,0.1,17.0,17.0,1.4568,13.25,0.101977620306716
goe240-il,xf-goe240-il-500000-n5,500000.0,0.061000000000000006,0.1,17.0,17.0,1.5051,12.5,0.101079951864079
goe241-il,xf-goe241-il-100000,100000.0,0.02278,0.899,17.0,17.0,1.753,10.0,0.09376365943945002
goe241-il,xf-goe241-il-100000-n5,100000.0,0.02278,0.899,17.0,17.0,1.686,14.5,0.0863837434696451
goe241-il,xf-goe241-il-1000000,1000000.0,0.02278,0.899,17.0,17.0,2.0524,15.5,0.09600390373950574
goe241-il,xf-goe241-il-1000000-n5,1000000.0,0.02278,0.899,17.0,17.0,2.0137,14.5,0.09218182356878127
goe241-il,xf-goe241-il-200000,200000.0,0.02278,0.899,17.0,17.0,2.007,17.5,0.09576139608672661
goe241-il,xf-goe241-il-200000-n5,200000.0,0.02278,0.899,17.0,17.0,1.8477,16.0,0.08883790586991007
goe241-il,xf-goe241-il-50000,50000.0,0.02278,0.899,17.0,17.0,0.7398,7.25,0.06682445146418513
goe241-il,xf-goe241-il-50000-n5,50000.0,0.02278,0.899,17.0,17.0,1.1402,8.0,0.06747590603288663
goe241-il,xf-goe241-il-500000,500000.0,0.02278,0.899,17.0,17.0,1.9673,17.0,0.09372205340581907
goe241-il,xf-goe241-il-500000-n5,500000.0,0.02278,0.899,17.0,17.0,1.9043,16.5,0.0896828036795773
goe242-il,xf-goe242-il-100000,100000.0,0.012490000000000005,0.899,17.0,17.0,1.8611,13.0,0.10206548915917509
goe242-il,xf-goe242-il-100000-n5,100000.0,0.012490000000000005,0.899,17.0,17.0,1.7028,10.25,0.09665163405605504
goe242-il,xf-goe242-il-1000000,1000000.0,0.012490000000000005,0.899,17.0,17.0,1.8539,9.0,0.10373958751983081
goe242-il,xf-goe242-il-1000000-n5,1000000.0,0.012490000000000005,0.899,17.0,17.0,1.7775,13.5,0.09605452862044547
